INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DISTANCE,
15401,S,2008/06/03,14:40:58.800,SPS,52.961273,N,6.522330,E,44.170 m,91.964 km/h,5.27 m,
15402,S,2008/06/03,14:40:59.000,SPS,52.961309,N,6.522385,E,44.321 m,95.013 km/h,5.46 m,
15403,S,2008/06/03,14:40:59.200,SPS,52.961346,N,6.522439,E,44.449 m,97.383 km/h,5.55 m,
15404,S,2008/06/03,14:40:59.400,SPS,52.961386,N,6.522491,E,44.578 m,99.054 km/h,5.63 m,
15405,S,2008/06/03,14:40:59.600,SPS,52.961426,N,6.522544,E,44.679 m,101.300 km/h,5.68 m,
15406,S,2008/06/03,14:40:59.800,SPS,52.961466,N,6.522598,E,44.667 m,103.807 km/h,5.74 m,
15407,S,2008/06/03,14:41:00.000,SPS,52.961509,N,6.522653,E,44.764 m,107.011 km/h,6.10 m,
15408,S,2008/06/03,14:41:00.200,SPS,52.961553,N,6.522710,E,44.842 m,109.399 km/h,6.15 m,
15409,S,2008/06/03,14:41:00.400,SPS,52.961597,N,6.522769,E,44.925 m,112.654 km/h,6.29 m,
15410,S,2008/06/03,14:41:00.600,SPS,52.961641,N,6.522831,E,44.889 m,116.245 km/h,6.45 m,
15411,S,2008/06/03,14:41:00.800,SPS,52.961687,N,6.522894,E,44.926 m,118.749 km/h,6.61 m,
15412,S,2008/06/03,14:41:01.000,SPS,52.961733,N,6.522960,E,45.159 m,118.496 km/h,6.78 m,
15413,S,2008/06/03,14:41:01.200,SPS,52.961779,N,6.523030,E,45.491 m,119.795 km/h,7.00 m,
15414,S,2008/06/03,14:41:01.400,SPS,52.961827,N,6.523104,E,45.673 m,126.050 km/h,7.30 m,
15415,S,2008/06/03,14:41:01.600,SPS,52.961877,N,6.523181,E,45.805 m,132.393 km/h,7.59 m,
15416,S,2008/06/03,14:41:01.800,SPS,52.961926,N,6.523261,E,45.882 m,134.994 km/h,7.64 m,
15417,S,2008/06/03,14:41:02.000,SPS,52.961976,N,6.523344,E,45.948 m,138.710 km/h,7.88 m,
15418,S,2008/06/03,14:41:02.200,SPS,52.962026,N,6.523429,E,46.038 m,140.974 km/h,8.03 m,
15419,S,2008/06/03,14:41:02.400,SPS,52.962076,N,6.523515,E,46.079 m,143.073 km/h,8.04 m,
15420,S,2008/06/03,14:41:02.600,SPS,52.962127,N,6.523606,E,46.181 m,146.314 km/h,8.31 m,
15421,S,2008/06/03,14:41:02.800,SPS,52.962179,N,6.523698,E,46.266 m,149.660 km/h,8.51 m,
15422,S,2008/06/03,14:41:03.000,SPS,52.962233,N,6.523794,E,46.334 m,153.705 km/h,8.78 m,
15423,S,2008/06/03,14:41:03.200,SPS,52.962287,N,6.523892,E,46.412 m,155.518 km/h,8.90 m,
15424,S,2008/06/03,14:41:03.400,SPS,52.962344,N,6.523994,E,46.763 m,158.217 km/h,9.35 m,
15425,S,2008/06/03,14:41:03.600,SPS,52.962399,N,6.524095,E,46.994 m,158.998 km/h,9.10 m,
15426,S,2008/06/03,14:41:03.800,SPS,52.962455,N,6.524197,E,47.164 m,160.801 km/h,9.29 m,
15427,S,2008/06/03,14:41:04.000,SPS,52.962510,N,6.524301,E,47.415 m,161.517 km/h,9.34 m,
15428,S,2008/06/03,14:41:04.200,SPS,52.962565,N,6.524406,E,47.661 m,161.519 km/h,9.35 m,
15429,S,2008/06/03,14:41:04.400,SPS,52.962619,N,6.524513,E,47.864 m,160.736 km/h,9.32 m,
15430,S,2008/06/03,14:41:04.600,SPS,52.962670,N,6.524621,E,48.006 m,160.172 km/h,9.19 m,
15431,S,2008/06/03,14:41:04.800,SPS,52.962716,N,6.524731,E,48.103 m,161.251 km/h,9.07 m,
15432,S,2008/06/03,14:41:05.000,SPS,52.962763,N,6.524841,E,48.077 m,161.653 km/h,8.97 m,
15433,S,2008/06/03,14:41:05.200,SPS,52.962811,N,6.524953,E,48.185 m,163.369 km/h,9.31 m,
15434,S,2008/06/03,14:41:05.400,SPS,52.962870,N,6.525072,E,49.002 m,165.666 km/h,10.30 m,
15435,S,2008/06/03,14:41:05.600,SPS,52.962929,N,6.525191,E,49.879 m,167.349 km/h,10.45 m,
15436,S,2008/06/03,14:41:05.800,SPS,52.962982,N,6.525309,E,50.017 m,170.482 km/h,9.91 m,
15437,S,2008/06/03,14:41:06.000,SPS,52.963046,N,6.525433,E,50.871 m,173.327 km/h,10.95 m,
15438,S,2008/06/03,14:41:06.200,SPS,52.963128,N,6.525573,E,51.731 m,188.515 km/h,13.11 m,
15439,S,2008/06/03,14:41:06.400,SPS,52.963192,N,6.525700,E,52.141 m,190.702 km/h,11.18 m,
15440,S,2008/06/03,14:41:06.600,SPS,52.963256,N,6.525831,E,52.709 m,191.287 km/h,11.30 m,
15441,S,2008/06/03,14:41:06.800,SPS,52.963321,N,6.525961,E,53.061 m,190.866 km/h,11.36 m,
15442,S,2008/06/03,14:41:07.000,SPS,52.963385,N,6.526094,E,53.509 m,192.834 km/h,11.46 m,
15443,S,2008/06/03,14:41:07.200,SPS,52.963448,N,6.526227,E,53.704 m,193.523 km/h,11.33 m,
15444,S,2008/06/03,14:41:07.400,SPS,52.963512,N,6.526362,E,54.012 m,193.028 km/h,11.56 m,
15445,S,2008/06/03,14:41:07.600,SPS,52.963572,N,6.526493,E,53.912 m,191.945 km/h,11.06 m,
15446,S,2008/06/03,14:41:07.800,SPS,52.963633,N,6.526622,E,54.027 m,189.437 km/h,10.99 m,
15447,S,2008/06/03,14:41:08.000,SPS,52.963693,N,6.526749,E,54.177 m,187.508 km/h,10.77 m,
15448,S,2008/06/03,14:41:08.200,SPS,52.963751,N,6.526872,E,54.243 m,181.543 km/h,10.52 m,
15449,S,2008/06/03,14:41:08.400,SPS,52.963806,N,6.526992,E,54.261 m,174.268 km/h,10.11 m,
15450,S,2008/06/03,14:41:08.600,SPS,52.963859,N,6.527107,E,54.361 m,170.473 km/h,9.72 m,
15451,S,2008/06/03,14:41:08.800,SPS,52.963911,N,6.527218,E,54.395 m,166.018 km/h,9.51 m,
15452,S,2008/06/03,14:41:09.000,SPS,52.963961,N,6.527326,E,54.461 m,159.045 km/h,9.11 m,
15453,S,2008/06/03,14:41:09.200,SPS,52.964009,N,6.527428,E,54.499 m,153.518 km/h,8.72 m,
15454,S,2008/06/03,14:41:09.400,SPS,52.964056,N,6.527528,E,54.604 m,147.559 km/h,8.48 m,
15455,S,2008/06/03,14:41:09.600,SPS,52.964101,N,6.527625,E,54.676 m,144.116 km/h,8.23 m,
15456,S,2008/06/03,14:41:09.800,SPS,52.964147,N,6.527719,E,54.791 m,139.824 km/h,8.12 m,
15457,S,2008/06/03,14:41:10.000,SPS,52.964189,N,6.527809,E,54.840 m,134.168 km/h,7.63 m,
15458,S,2008/06/03,14:41:10.200,SPS,52.964231,N,6.527895,E,54.868 m,131.090 km/h,7.43 m,
15459,S,2008/06/03,14:41:10.400,SPS,52.964271,N,6.527980,E,54.889 m,127.084 km/h,7.21 m,
15460,S,2008/06/03,14:41:10.600,SPS,52.964310,N,6.528060,E,54.839 m,123.767 km/h,6.95 m,
15461,S,2008/06/03,14:41:10.800,SPS,52.964347,N,6.528138,E,54.720 m,120.671 km/h,6.71 m,
15462,S,2008/06/03,14:41:11.000,SPS,52.964383,N,6.528215,E,54.607 m,117.612 km/h,6.55 m,
15463,S,2008/06/03,14:41:11.200,SPS,52.964418,N,6.528290,E,54.459 m,114.220 km/h,6.31 m,
15464,S,2008/06/03,14:41:11.400,SPS,52.964451,N,6.528363,E,54.372 m,111.382 km/h,6.18 m,
15465,S,2008/06/03,14:41:11.600,SPS,52.964483,N,6.528436,E,54.016 m,108.827 km/h,6.07 m,
15466,S,2008/06/03,14:41:11.800,SPS,52.964516,N,6.528507,E,53.740 m,107.005 km/h,6.04 m,
15467,S,2008/06/03,14:41:12.000,SPS,52.964548,N,6.528577,E,53.601 m,105.247 km/h,5.85 m,
15468,S,2008/06/03,14:41:12.200,SPS,52.964578,N,6.528647,E,53.237 m,103.692 km/h,5.84 m,
15469,S,2008/06/03,14:41:12.400,SPS,52.964606,N,6.528716,E,52.957 m,102.091 km/h,5.58 m,
15470,S,2008/06/03,14:41:12.600,SPS,52.964630,N,6.528786,E,52.733 m,98.668 km/h,5.41 m,
15471,S,2008/06/03,14:41:12.800,SPS,52.964650,N,6.528856,E,52.483 m,96.255 km/h,5.24 m,
15472,S,2008/06/03,14:41:13.000,SPS,52.964667,N,6.528926,E,52.307 m,94.217 km/h,5.06 m,
15473,S,2008/06/03,14:41:13.200,SPS,52.964678,N,6.528998,E,52.047 m,92.552 km/h,5.02 m,
15474,S,2008/06/03,14:41:13.400,SPS,52.964685,N,6.529070,E,51.705 m,91.921 km/h,4.85 m,
15475,S,2008/06/03,14:41:13.600,SPS,52.964689,N,6.529142,E,51.427 m,90.536 km/h,4.88 m,
15476,S,2008/06/03,14:41:13.800,SPS,52.964689,N,6.529215,E,51.334 m,89.216 km/h,4.94 m,
15477,S,2008/06/03,14:41:14.000,SPS,52.964687,N,6.529289,E,51.184 m,88.745 km/h,4.95 m,
15478,S,2008/06/03,14:41:14.200,SPS,52.964680,N,6.529361,E,50.936 m,86.909 km/h,4.89 m,
15479,S,2008/06/03,14:41:14.400,SPS,52.964669,N,6.529431,E,50.513 m,85.539 km/h,4.86 m,
15480,S,2008/06/03,14:41:14.600,SPS,52.964652,N,6.529499,E,49.936 m,85.229 km/h,4.97 m,
15481,S,2008/06/03,14:41:14.800,SPS,52.964633,N,6.529567,E,49.408 m,85.517 km/h,5.08 m,
15482,S,2008/06/03,14:41:15.000,SPS,52.964607,N,6.529631,E,48.802 m,87.368 km/h,5.23 m,
15483,S,2008/06/03,14:41:15.200,SPS,52.964582,N,6.529697,E,48.528 m,90.855 km/h,5.23 m,
15484,S,2008/06/03,14:41:15.400,SPS,52.964555,N,6.529763,E,48.352 m,93.905 km/h,5.38 m,
15485,S,2008/06/03,14:41:15.600,SPS,52.964526,N,6.529829,E,48.137 m,96.108 km/h,5.51 m,
15486,S,2008/06/03,14:41:15.800,SPS,52.964493,N,6.529896,E,47.944 m,98.683 km/h,5.78 m,
15487,S,2008/06/03,14:41:16.000,SPS,52.964461,N,6.529963,E,47.831 m,101.628 km/h,5.75 m,
15488,S,2008/06/03,14:41:16.200,SPS,52.964426,N,6.530031,E,47.741 m,103.789 km/h,5.95 m,
15489,S,2008/06/03,14:41:16.400,SPS,52.964391,N,6.530098,E,47.648 m,105.249 km/h,6.06 m,
15490,S,2008/06/03,14:41:16.600,SPS,52.964354,N,6.530168,E,47.592 m,108.134 km/h,6.18 m,
15491,S,2008/06/03,14:41:16.800,SPS,52.964316,N,6.530238,E,47.508 m,111.089 km/h,6.31 m,
15492,S,2008/06/03,14:41:17.000,SPS,52.964277,N,6.530308,E,47.364 m,112.211 km/h,6.47 m,
15493,S,2008/06/03,14:41:17.200,SPS,52.964236,N,6.530378,E,47.220 m,114.967 km/h,6.54 m,
15494,S,2008/06/03,14:41:17.400,SPS,52.964193,N,6.530449,E,46.962 m,116.594 km/h,6.76 m,
15495,S,2008/06/03,14:41:17.600,SPS,52.964149,N,6.530517,E,47.084 m,117.108 km/h,6.73 m,
15496,S,2008/06/03,14:41:17.800,SPS,52.964101,N,6.530582,E,47.194 m,118.168 km/h,6.80 m,
15497,S,2008/06/03,14:41:18.000,SPS,52.964054,N,6.530646,E,47.047 m,120.358 km/h,6.81 m,
15498,S,2008/06/03,14:41:18.200,SPS,52.964003,N,6.530709,E,46.765 m,122.367 km/h,7.08 m,
15499,S,2008/06/03,14:41:18.400,SPS,52.963950,N,6.530771,E,46.418 m,124.342 km/h,7.23 m,
15500,S,2008/06/03,14:41:18.600,SPS,52.963896,N,6.530828,E,46.059 m,124.470 km/h,7.14 m,
15501,S,2008/06/03,14:41:18.800,SPS,52.963840,N,6.530880,E,45.806 m,125.337 km/h,7.16 m,
15502,S,2008/06/03,14:41:19.000,SPS,52.963782,N,6.530928,E,45.578 m,126.591 km/h,7.20 m,
15503,S,2008/06/03,14:41:19.200,SPS,52.963721,N,6.530968,E,45.540 m,127.794 km/h,7.33 m,
15504,S,2008/06/03,14:41:19.400,SPS,52.963658,N,6.531010,E,45.356 m,130.794 km/h,7.57 m,
15505,S,2008/06/03,14:41:19.600,SPS,52.963593,N,6.531050,E,45.238 m,131.711 km/h,7.70 m,
15506,S,2008/06/03,14:41:19.800,SPS,52.963527,N,6.531087,E,45.201 m,133.810 km/h,7.70 m,
15507,S,2008/06/03,14:41:20.000,SPS,52.963459,N,6.531122,E,45.380 m,135.051 km/h,7.92 m,
15508,S,2008/06/03,14:41:20.200,SPS,52.963390,N,6.531154,E,45.527 m,136.541 km/h,8.05 m,
15509,S,2008/06/03,14:41:20.400,SPS,52.963320,N,6.531181,E,45.638 m,137.263 km/h,7.93 m,
15510,S,2008/06/03,14:41:20.600,SPS,52.963251,N,6.531205,E,45.662 m,137.224 km/h,7.87 m,
15511,S,2008/06/03,14:41:20.800,SPS,52.963182,N,6.531228,E,45.760 m,135.976 km/h,7.87 m,
15512,S,2008/06/03,14:41:21.000,SPS,52.963113,N,6.531248,E,45.964 m,135.317 km/h,7.73 m,
15513,S,2008/06/03,14:41:21.200,SPS,52.963045,N,6.531267,E,46.093 m,133.022 km/h,7.69 m,
15514,S,2008/06/03,14:41:21.400,SPS,52.962978,N,6.531287,E,46.078 m,130.534 km/h,7.61 m,
15515,S,2008/06/03,14:41:21.600,SPS,52.962913,N,6.531304,E,46.120 m,127.919 km/h,7.34 m,
15516,S,2008/06/03,14:41:21.800,SPS,52.962849,N,6.531320,E,46.170 m,125.253 km/h,7.17 m,
15517,S,2008/06/03,14:41:22.000,SPS,52.962786,N,6.531335,E,46.262 m,122.638 km/h,7.11 m,
15518,S,2008/06/03,14:41:22.200,SPS,52.962726,N,6.531347,E,46.292 m,117.493 km/h,6.73 m,
15519,S,2008/06/03,14:41:22.400,SPS,52.962668,N,6.531356,E,46.271 m,113.713 km/h,6.49 m,
15520,S,2008/06/03,14:41:22.600,SPS,52.962611,N,6.531362,E,46.211 m,111.324 km/h,6.35 m,
15521,S,2008/06/03,14:41:22.800,SPS,52.962557,N,6.531365,E,46.175 m,107.892 km/h,6.02 m,
15522,S,2008/06/03,14:41:23.000,SPS,52.962506,N,6.531362,E,46.001 m,102.753 km/h,5.70 m,
15523,S,2008/06/03,14:41:23.200,SPS,52.962456,N,6.531354,E,45.767 m,99.909 km/h,5.53 m,
15524,S,2008/06/03,14:41:23.400,SPS,52.962408,N,6.531342,E,45.501 m,97.383 km/h,5.45 m,
15525,S,2008/06/03,14:41:23.600,SPS,52.962360,N,6.531323,E,45.430 m,95.578 km/h,5.49 m,
15526,S,2008/06/03,14:41:23.800,SPS,52.962313,N,6.531296,E,45.615 m,93.713 km/h,5.54 m,
15527,S,2008/06/03,14:41:24.000,SPS,52.962268,N,6.531265,E,45.563 m,92.752 km/h,5.41 m,
15528,S,2008/06/03,14:41:24.200,SPS,52.962226,N,6.531231,E,45.340 m,91.293 km/h,5.23 m,
15529,S,2008/06/03,14:41:24.400,SPS,52.962186,N,6.531193,E,45.166 m,89.562 km/h,5.13 m,
15530,S,2008/06/03,14:41:24.600,SPS,52.962146,N,6.531153,E,45.016 m,88.758 km/h,5.15 m,
15531,S,2008/06/03,14:41:24.800,SPS,52.962110,N,6.531109,E,44.990 m,86.412 km/h,5.03 m,
15532,S,2008/06/03,14:41:25.000,SPS,52.962074,N,6.531060,E,45.224 m,84.739 km/h,5.18 m,
15533,S,2008/06/03,14:41:25.200,SPS,52.962042,N,6.531005,E,45.438 m,85.489 km/h,5.14 m,
15534,S,2008/06/03,14:41:25.400,SPS,52.962012,N,6.530948,E,45.439 m,85.219 km/h,5.00 m,
15535,S,2008/06/03,14:41:25.600,SPS,52.961987,N,6.530889,E,45.432 m,84.450 km/h,4.91 m,
15536,S,2008/06/03,14:41:25.800,SPS,52.961964,N,6.530827,E,45.435 m,84.220 km/h,4.86 m,
15537,S,2008/06/03,14:41:26.000,SPS,52.961944,N,6.530762,E,45.385 m,82.817 km/h,4.88 m,
15538,S,2008/06/03,14:41:26.200,SPS,52.961931,N,6.530694,E,45.164 m,83.460 km/h,4.80 m,
15539,S,2008/06/03,14:41:26.400,SPS,52.961919,N,6.530625,E,45.119 m,83.167 km/h,4.88 m,
15540,S,2008/06/03,14:41:26.600,SPS,52.961910,N,6.530554,E,45.117 m,82.406 km/h,4.89 m,
15541,S,2008/06/03,14:41:26.800,SPS,52.961902,N,6.530482,E,45.108 m,82.346 km/h,4.87 m,
15542,S,2008/06/03,14:41:27.000,SPS,52.961897,N,6.530411,E,45.034 m,82.623 km/h,4.85 m,
15543,S,2008/06/03,14:41:27.200,SPS,52.961895,N,6.530338,E,45.041 m,83.238 km/h,4.90 m,
15544,S,2008/06/03,14:41:27.400,SPS,52.961896,N,6.530264,E,45.009 m,83.214 km/h,4.97 m,
15545,S,2008/06/03,14:41:27.600,SPS,52.961899,N,6.530191,E,45.174 m,83.286 km/h,4.89 m,
15546,S,2008/06/03,14:41:27.800,SPS,52.961907,N,6.530120,E,45.244 m,83.154 km/h,4.83 m,
15547,S,2008/06/03,14:41:28.000,SPS,52.961918,N,6.530049,E,45.285 m,82.969 km/h,4.92 m,
15548,S,2008/06/03,14:41:28.200,SPS,52.961931,N,6.529979,E,45.305 m,82.766 km/h,4.98 m,
15549,S,2008/06/03,14:41:28.400,SPS,52.961949,N,6.529910,E,45.165 m,82.317 km/h,5.05 m,
15550,S,2008/06/03,14:41:28.600,SPS,52.961971,N,6.529844,E,45.093 m,82.457 km/h,5.10 m,
15551,S,2008/06/03,14:41:28.800,SPS,52.961996,N,6.529778,E,45.078 m,82.217 km/h,5.18 m,
15552,S,2008/06/03,14:41:29.000,SPS,52.962022,N,6.529716,E,45.024 m,81.750 km/h,5.07 m,
15553,S,2008/06/03,14:41:29.200,SPS,52.962051,N,6.529657,E,44.911 m,83.236 km/h,5.13 m,
15554,S,2008/06/03,14:41:29.400,SPS,52.962086,N,6.529602,E,44.782 m,85.448 km/h,5.33 m,
15555,S,2008/06/03,14:41:29.600,SPS,52.962121,N,6.529552,E,44.658 m,85.711 km/h,5.21 m,
15556,S,2008/06/03,14:41:29.800,SPS,52.962159,N,6.529508,E,44.568 m,86.148 km/h,5.10 m,
15557,S,2008/06/03,14:41:30.000,SPS,52.962196,N,6.529469,E,44.472 m,84.690 km/h,4.93 m,
15558,S,2008/06/03,14:41:30.200,SPS,52.962235,N,6.529435,E,44.345 m,84.028 km/h,4.92 m,
15559,S,2008/06/03,14:41:30.400,SPS,52.962275,N,6.529405,E,44.372 m,82.845 km/h,4.84 m,
15560,S,2008/06/03,14:41:30.600,SPS,52.962315,N,6.529383,E,44.399 m,82.912 km/h,4.66 m,
15561,S,2008/06/03,14:41:30.800,SPS,52.962355,N,6.529365,E,44.536 m,83.045 km/h,4.70 m,
15562,S,2008/06/03,14:41:31.000,SPS,52.962397,N,6.529353,E,44.525 m,82.751 km/h,4.72 m,
15563,S,2008/06/03,14:41:31.200,SPS,52.962444,N,6.529347,E,44.755 m,82.349 km/h,5.24 m,
15564,S,2008/06/03,14:41:31.400,SPS,52.962491,N,6.529348,E,45.069 m,82.341 km/h,5.21 m,
15565,S,2008/06/03,14:41:31.600,SPS,52.962537,N,6.529355,E,45.320 m,82.527 km/h,5.18 m,
15566,S,2008/06/03,14:41:31.800,SPS,52.962580,N,6.529366,E,45.387 m,82.327 km/h,4.87 m,
15567,S,2008/06/03,14:41:32.000,SPS,52.962622,N,6.529380,E,45.398 m,81.982 km/h,4.75 m,
15568,S,2008/06/03,14:41:32.200,SPS,52.962663,N,6.529399,E,45.364 m,81.656 km/h,4.74 m,
15569,S,2008/06/03,14:41:32.400,SPS,52.962704,N,6.529420,E,45.291 m,82.088 km/h,4.73 m,
15570,S,2008/06/03,14:41:32.600,SPS,52.962747,N,6.529448,E,45.413 m,81.384 km/h,5.10 m,
15571,S,2008/06/03,14:41:32.800,SPS,52.962786,N,6.529477,E,45.415 m,80.872 km/h,4.79 m,
15572,S,2008/06/03,14:41:33.000,SPS,52.962824,N,6.529509,E,45.330 m,79.575 km/h,4.78 m,
15573,S,2008/06/03,14:41:33.200,SPS,52.962861,N,6.529542,E,45.264 m,79.284 km/h,4.66 m,
15574,S,2008/06/03,14:41:33.400,SPS,52.962896,N,6.529575,E,45.115 m,78.194 km/h,4.52 m,
15575,S,2008/06/03,14:41:33.600,SPS,52.962931,N,6.529609,E,44.951 m,77.069 km/h,4.53 m,
15576,S,2008/06/03,14:41:33.800,SPS,52.962966,N,6.529641,E,44.868 m,75.980 km/h,4.45 m,
15577,S,2008/06/03,14:41:34.000,SPS,52.963000,N,6.529673,E,44.804 m,75.155 km/h,4.35 m,
15578,S,2008/06/03,14:41:34.200,SPS,52.963034,N,6.529704,E,44.801 m,73.691 km/h,4.26 m,
15579,S,2008/06/03,14:41:34.400,SPS,52.963067,N,6.529733,E,44.762 m,71.831 km/h,4.21 m,
15580,S,2008/06/03,14:41:34.600,SPS,52.963101,N,6.529759,E,44.715 m,69.925 km/h,4.15 m,
15581,S,2008/06/03,14:41:34.800,SPS,52.963135,N,6.529783,E,44.647 m,69.088 km/h,4.05 m,
15582,S,2008/06/03,14:41:35.000,SPS,52.963168,N,6.529803,E,44.582 m,67.487 km/h,3.96 m,
15583,S,2008/06/03,14:41:35.200,SPS,52.963201,N,6.529814,E,44.124 m,64.949 km/h,3.84 m,
15584,S,2008/06/03,14:41:35.400,SPS,52.963235,N,6.529825,E,44.050 m,62.656 km/h,3.78 m,
