INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DISTANCE,
1901,S,2008/06/03,08:06:51.800,SPS,52.964237,N,6.530446,E,55.545 m,94.616 km/h,5.40 m,
1902,S,2008/06/03,08:06:52.000,SPS,52.964202,N,6.530505,E,55.628 m,94.727 km/h,5.55 m,
1903,S,2008/06/03,08:06:52.200,SPS,52.964166,N,6.530562,E,55.587 m,94.028 km/h,5.56 m,
1904,S,2008/06/03,08:06:52.400,SPS,52.964130,N,6.530617,E,55.672 m,92.476 km/h,5.42 m,
1905,S,2008/06/03,08:06:52.600,SPS,52.964093,N,6.530669,E,55.884 m,92.566 km/h,5.37 m,
1906,S,2008/06/03,08:06:52.800,SPS,52.964056,N,6.530719,E,55.973 m,91.821 km/h,5.32 m,
1907,S,2008/06/03,08:06:53.000,SPS,52.964017,N,6.530766,E,56.025 m,91.846 km/h,5.37 m,
1908,S,2008/06/03,08:06:53.200,SPS,52.963978,N,6.530812,E,56.125 m,91.030 km/h,5.36 m,
1909,S,2008/06/03,08:06:53.400,SPS,52.963938,N,6.530852,E,56.072 m,91.281 km/h,5.22 m,
1910,S,2008/06/03,08:06:53.600,SPS,52.963896,N,6.530889,E,56.079 m,91.763 km/h,5.23 m,
1911,S,2008/06/03,08:06:53.800,SPS,52.963854,N,6.530922,E,56.092 m,92.732 km/h,5.26 m,
1912,S,2008/06/03,08:06:54.000,SPS,52.963808,N,6.530952,E,56.129 m,93.606 km/h,5.43 m,
1913,S,2008/06/03,08:06:54.200,SPS,52.963761,N,6.530981,E,56.101 m,95.316 km/h,5.55 m,
1914,S,2008/06/03,08:06:54.400,SPS,52.963715,N,6.531008,E,56.289 m,96.814 km/h,5.49 m,
1915,S,2008/06/03,08:06:54.600,SPS,52.963667,N,6.531033,E,56.597 m,99.258 km/h,5.62 m,
1916,S,2008/06/03,08:06:54.800,SPS,52.963617,N,6.531057,E,56.797 m,100.499 km/h,5.75 m,
1917,S,2008/06/03,08:06:55.000,SPS,52.963565,N,6.531081,E,56.888 m,102.927 km/h,6.08 m,
1918,S,2008/06/03,08:06:55.200,SPS,52.963510,N,6.531104,E,56.788 m,105.287 km/h,6.27 m,
1919,S,2008/06/03,08:06:55.400,SPS,52.963453,N,6.531127,E,56.627 m,107.117 km/h,6.51 m,
1920,S,2008/06/03,08:06:55.600,SPS,52.963396,N,6.531147,E,56.480 m,108.360 km/h,6.47 m,
1921,S,2008/06/03,08:06:55.800,SPS,52.963340,N,6.531165,E,56.409 m,109.443 km/h,6.41 m,
1922,S,2008/06/03,08:06:56.000,SPS,52.963281,N,6.531183,E,56.197 m,109.245 km/h,6.64 m,
1923,S,2008/06/03,08:06:56.200,SPS,52.963224,N,6.531200,E,56.058 m,107.946 km/h,6.41 m,
1924,S,2008/06/03,08:06:56.400,SPS,52.963169,N,6.531217,E,55.763 m,106.077 km/h,6.28 m,
1925,S,2008/06/03,08:06:56.600,SPS,52.963115,N,6.531232,E,55.588 m,105.215 km/h,6.14 m,
1926,S,2008/06/03,08:06:56.800,SPS,52.963059,N,6.531246,E,55.384 m,104.406 km/h,6.26 m,
1927,S,2008/06/03,08:06:57.000,SPS,52.963005,N,6.531260,E,55.111 m,102.177 km/h,6.13 m,
1928,S,2008/06/03,08:06:57.200,SPS,52.962951,N,6.531273,E,54.810 m,100.298 km/h,6.03 m,
1929,S,2008/06/03,08:06:57.400,SPS,52.962899,N,6.531286,E,54.607 m,98.359 km/h,5.88 m,
1930,S,2008/06/03,08:06:57.600,SPS,52.962847,N,6.531299,E,54.400 m,96.408 km/h,5.85 m,
1931,S,2008/06/03,08:06:57.800,SPS,52.962796,N,6.531311,E,54.199 m,95.005 km/h,5.74 m,
1932,S,2008/06/03,08:06:58.000,SPS,52.962746,N,6.531321,E,54.053 m,92.202 km/h,5.57 m,
1933,S,2008/06/03,08:06:58.200,SPS,52.962696,N,6.531331,E,54.051 m,90.717 km/h,5.61 m,
1934,S,2008/06/03,08:06:58.400,SPS,52.962648,N,6.531338,E,54.001 m,88.519 km/h,5.41 m,
1935,S,2008/06/03,08:06:58.600,SPS,52.962601,N,6.531343,E,53.866 m,85.621 km/h,5.16 m,
1936,S,2008/06/03,08:06:58.800,SPS,52.962557,N,6.531344,E,53.873 m,84.312 km/h,4.93 m,
1937,S,2008/06/03,08:06:59.000,SPS,52.962514,N,6.531346,E,53.676 m,82.443 km/h,4.81 m,
1938,S,2008/06/03,08:06:59.200,SPS,52.962472,N,6.531344,E,53.469 m,81.060 km/h,4.71 m,
1939,S,2008/06/03,08:06:59.400,SPS,52.962431,N,6.531340,E,53.328 m,79.597 km/h,4.54 m,
1940,S,2008/06/03,08:06:59.600,SPS,52.962391,N,6.531332,E,53.227 m,79.771 km/h,4.49 m,
1941,S,2008/06/03,08:06:59.800,SPS,52.962351,N,6.531322,E,53.154 m,78.840 km/h,4.47 m,
1942,S,2008/06/03,08:07:00.000,SPS,52.962314,N,6.531306,E,53.169 m,78.173 km/h,4.33 m,
1943,S,2008/06/03,08:07:00.200,SPS,52.962275,N,6.531286,E,53.234 m,78.231 km/h,4.53 m,
1944,S,2008/06/03,08:07:00.400,SPS,52.962237,N,6.531264,E,53.228 m,77.242 km/h,4.46 m,
1945,S,2008/06/03,08:07:00.600,SPS,52.962202,N,6.531238,E,53.278 m,75.269 km/h,4.31 m,
1946,S,2008/06/03,08:07:00.800,SPS,52.962168,N,6.531209,E,53.396 m,74.513 km/h,4.25 m,
1947,S,2008/06/03,08:07:01.000,SPS,52.962135,N,6.531178,E,53.502 m,74.342 km/h,4.20 m,
1948,S,2008/06/03,08:07:01.200,SPS,52.962103,N,6.531144,E,53.585 m,74.211 km/h,4.21 m,
1949,S,2008/06/03,08:07:01.400,SPS,52.962073,N,6.531106,E,53.641 m,73.319 km/h,4.18 m,
1950,S,2008/06/03,08:07:01.600,SPS,52.962045,N,6.531065,E,53.700 m,73.771 km/h,4.16 m,
1951,S,2008/06/03,08:07:01.800,SPS,52.962019,N,6.531020,E,53.647 m,73.505 km/h,4.21 m,
1952,S,2008/06/03,08:07:02.000,SPS,52.961996,N,6.530973,E,53.695 m,73.329 km/h,4.12 m,
1953,S,2008/06/03,08:07:02.200,SPS,52.961977,N,6.530920,E,53.736 m,73.541 km/h,4.10 m,
1954,S,2008/06/03,08:07:02.400,SPS,52.961960,N,6.530864,E,53.829 m,73.449 km/h,4.26 m,
1955,S,2008/06/03,08:07:02.600,SPS,52.961946,N,6.530801,E,53.964 m,73.423 km/h,4.49 m,
1956,S,2008/06/03,08:07:02.800,SPS,52.961930,N,6.530739,E,54.165 m,73.469 km/h,4.52 m,
1957,S,2008/06/03,08:07:03.000,SPS,52.961916,N,6.530677,E,54.334 m,74.143 km/h,4.47 m,
1958,S,2008/06/03,08:07:03.200,SPS,52.961908,N,6.530613,E,54.656 m,72.966 km/h,4.40 m,
1959,S,2008/06/03,08:07:03.400,SPS,52.961903,N,6.530548,E,55.000 m,73.471 km/h,4.39 m,
1960,S,2008/06/03,08:07:03.600,SPS,52.961899,N,6.530483,E,55.189 m,72.623 km/h,4.38 m,
1961,S,2008/06/03,08:07:03.800,SPS,52.961897,N,6.530420,E,55.407 m,72.635 km/h,4.29 m,
1962,S,2008/06/03,08:07:04.000,SPS,52.961896,N,6.530358,E,55.527 m,72.015 km/h,4.17 m,
1963,S,2008/06/03,08:07:04.200,SPS,52.961898,N,6.530294,E,55.846 m,73.065 km/h,4.29 m,
1964,S,2008/06/03,08:07:04.400,SPS,52.961903,N,6.530230,E,56.188 m,72.704 km/h,4.35 m,
1965,S,2008/06/03,08:07:04.600,SPS,52.961910,N,6.530167,E,56.461 m,73.195 km/h,4.27 m,
1966,S,2008/06/03,08:07:04.800,SPS,52.961919,N,6.530104,E,56.746 m,75.142 km/h,4.42 m,
1967,S,2008/06/03,08:07:05.000,SPS,52.961931,N,6.530040,E,56.988 m,75.224 km/h,4.48 m,
1968,S,2008/06/03,08:07:05.200,SPS,52.961945,N,6.529976,E,57.299 m,75.369 km/h,4.63 m,
1969,S,2008/06/03,08:07:05.400,SPS,52.961960,N,6.529914,E,57.521 m,74.853 km/h,4.44 m,
1970,S,2008/06/03,08:07:05.600,SPS,52.961977,N,6.529856,E,57.694 m,74.620 km/h,4.36 m,
1971,S,2008/06/03,08:07:05.800,SPS,52.961996,N,6.529799,E,57.826 m,74.711 km/h,4.35 m,
1972,S,2008/06/03,08:07:06.000,SPS,52.962016,N,6.529744,E,57.929 m,74.431 km/h,4.32 m,
1973,S,2008/06/03,08:07:06.200,SPS,52.962039,N,6.529694,E,58.036 m,73.610 km/h,4.23 m,
1974,S,2008/06/03,08:07:06.400,SPS,52.962064,N,6.529645,E,58.162 m,73.232 km/h,4.33 m,
1975,S,2008/06/03,08:07:06.600,SPS,52.962093,N,6.529601,E,58.265 m,74.078 km/h,4.34 m,
1976,S,2008/06/03,08:07:06.800,SPS,52.962123,N,6.529559,E,58.373 m,73.235 km/h,4.42 m,
1977,S,2008/06/03,08:07:07.000,SPS,52.962156,N,6.529518,E,58.553 m,73.661 km/h,4.52 m,
1978,S,2008/06/03,08:07:07.200,SPS,52.962189,N,6.529480,E,58.600 m,74.305 km/h,4.48 m,
1979,S,2008/06/03,08:07:07.400,SPS,52.962223,N,6.529449,E,58.378 m,73.307 km/h,4.31 m,
1980,S,2008/06/03,08:07:07.600,SPS,52.962257,N,6.529418,E,57.863 m,73.643 km/h,4.43 m,
1981,S,2008/06/03,08:07:07.800,SPS,52.962293,N,6.529392,E,57.302 m,73.439 km/h,4.42 m,
1982,S,2008/06/03,08:07:08.000,SPS,52.962332,N,6.529375,E,56.661 m,72.873 km/h,4.44 m,
1983,S,2008/06/03,08:07:08.200,SPS,52.962371,N,6.529364,E,56.126 m,73.166 km/h,4.46 m,
1984,S,2008/06/03,08:07:08.400,SPS,52.962409,N,6.529357,E,55.543 m,72.038 km/h,4.36 m,
1985,S,2008/06/03,08:07:08.600,SPS,52.962448,N,6.529354,E,54.925 m,72.844 km/h,4.34 m,
1986,S,2008/06/03,08:07:08.800,SPS,52.962487,N,6.529356,E,54.381 m,73.778 km/h,4.42 m,
1987,S,2008/06/03,08:07:09.000,SPS,52.962525,N,6.529362,E,54.010 m,73.267 km/h,4.22 m,
1988,S,2008/06/03,08:07:09.200,SPS,52.962563,N,6.529376,E,53.843 m,72.672 km/h,4.29 m,
1989,S,2008/06/03,08:07:09.400,SPS,52.962601,N,6.529392,E,53.768 m,73.509 km/h,4.44 m,
1990,S,2008/06/03,08:07:09.600,SPS,52.962639,N,6.529409,E,53.777 m,73.507 km/h,4.40 m,
1991,S,2008/06/03,08:07:09.800,SPS,52.962679,N,6.529430,E,53.951 m,72.657 km/h,4.64 m,
1992,S,2008/06/03,08:07:10.000,SPS,52.962716,N,6.529452,E,53.925 m,71.316 km/h,4.32 m,
1993,S,2008/06/03,08:07:10.200,SPS,52.962752,N,6.529475,E,53.946 m,70.293 km/h,4.34 m,
1994,S,2008/06/03,08:07:10.400,SPS,52.962787,N,6.529499,E,53.829 m,68.656 km/h,4.20 m,
1995,S,2008/06/03,08:07:10.600,SPS,52.962820,N,6.529525,E,53.866 m,66.892 km/h,4.10 m,
1996,S,2008/06/03,08:07:10.800,SPS,52.962852,N,6.529552,E,53.826 m,66.270 km/h,3.99 m,
1997,S,2008/06/03,08:07:11.000,SPS,52.962882,N,6.529579,E,53.676 m,64.023 km/h,3.82 m,
1998,S,2008/06/03,08:07:11.200,SPS,52.962912,N,6.529606,E,53.502 m,62.483 km/h,3.84 m,
1999,S,2008/06/03,08:07:11.400,SPS,52.962940,N,6.529633,E,53.422 m,59.706 km/h,3.51 m,
2000,S,2008/06/03,08:07:11.600,SPS,52.962965,N,6.529660,E,53.091 m,57.611 km/h,3.39 m,
2001,S,2008/06/03,08:07:11.800,SPS,52.962990,N,6.529686,E,52.833 m,55.420 km/h,3.29 m,
2002,S,2008/06/03,08:07:12.000,SPS,52.963014,N,6.529711,E,52.714 m,53.883 km/h,3.17 m,
2003,S,2008/06/03,08:07:12.200,SPS,52.963038,N,6.529736,E,52.391 m,52.328 km/h,3.16 m,
2004,S,2008/06/03,08:07:12.400,SPS,52.963062,N,6.529758,E,51.930 m,51.378 km/h,3.05 m,
2005,S,2008/06/03,08:07:12.600,SPS,52.963086,N,6.529778,E,51.491 m,50.610 km/h,3.02 m,
2006,S,2008/06/03,08:07:12.800,SPS,52.963108,N,6.529798,E,51.259 m,49.608 km/h,2.86 m,
2007,S,2008/06/03,08:07:13.000,SPS,52.963133,N,6.529815,E,51.229 m,49.355 km/h,2.94 m,
2008,S,2008/06/03,08:07:13.200,SPS,52.963156,N,6.529832,E,51.099 m,48.665 km/h,2.81 m,
2009,S,2008/06/03,08:07:13.400,SPS,52.963179,N,6.529848,E,51.033 m,48.268 km/h,2.78 m,
2010,S,2008/06/03,08:07:13.600,SPS,52.963202,N,6.529863,E,50.868 m,48.653 km/h,2.83 m,
2011,S,2008/06/03,08:07:13.800,SPS,52.963226,N,6.529874,E,50.585 m,48.809 km/h,2.77 m,
2012,S,2008/06/03,08:07:14.000,SPS,52.963250,N,6.529882,E,50.257 m,48.962 km/h,2.74 m,
2013,S,2008/06/03,08:07:14.200,SPS,52.963275,N,6.529887,E,50.044 m,49.253 km/h,2.76 m,
2014,S,2008/06/03,08:07:14.400,SPS,52.963300,N,6.529890,E,49.733 m,50.482 km/h,2.81 m,
2015,S,2008/06/03,08:07:14.600,SPS,52.963325,N,6.529890,E,49.584 m,49.822 km/h,2.81 m,
2016,S,2008/06/03,08:07:14.800,SPS,52.963350,N,6.529885,E,49.463 m,49.518 km/h,2.80 m,
2017,S,2008/06/03,08:07:15.000,SPS,52.963374,N,6.529877,E,49.396 m,48.549 km/h,2.77 m,
2018,S,2008/06/03,08:07:15.200,SPS,52.963398,N,6.529865,E,49.391 m,48.568 km/h,2.78 m,
2019,S,2008/06/03,08:07:15.400,SPS,52.963421,N,6.529847,E,49.250 m,47.808 km/h,2.75 m,
2020,S,2008/06/03,08:07:15.600,SPS,52.963442,N,6.529827,E,49.171 m,47.231 km/h,2.76 m,
2021,S,2008/06/03,08:07:15.800,SPS,52.963462,N,6.529804,E,49.249 m,46.070 km/h,2.66 m,
2022,S,2008/06/03,08:07:16.000,SPS,52.963480,N,6.529777,E,49.401 m,46.490 km/h,2.76 m,
2023,S,2008/06/03,08:07:16.200,SPS,52.963496,N,6.529748,E,49.441 m,46.099 km/h,2.58 m,
2024,S,2008/06/03,08:07:16.400,SPS,52.963509,N,6.529715,E,49.721 m,45.416 km/h,2.73 m,
2025,S,2008/06/03,08:07:16.600,SPS,52.963522,N,6.529683,E,49.444 m,44.903 km/h,2.60 m,
2026,S,2008/06/03,08:07:16.800,SPS,52.963532,N,6.529649,E,49.263 m,44.036 km/h,2.54 m,
2027,S,2008/06/03,08:07:17.000,SPS,52.963538,N,6.529612,E,49.070 m,44.301 km/h,2.56 m,
2028,S,2008/06/03,08:07:17.200,SPS,52.963543,N,6.529576,E,48.937 m,43.961 km/h,2.49 m,
2029,S,2008/06/03,08:07:17.400,SPS,52.963546,N,6.529539,E,48.759 m,43.847 km/h,2.53 m,
2030,S,2008/06/03,08:07:17.600,SPS,52.963546,N,6.529501,E,48.457 m,44.470 km/h,2.58 m,
2031,S,2008/06/03,08:07:17.800,SPS,52.963542,N,6.529462,E,48.297 m,45.211 km/h,2.67 m,
2032,S,2008/06/03,08:07:18.000,SPS,52.963536,N,6.529423,E,48.120 m,46.124 km/h,2.68 m,
2033,S,2008/06/03,08:07:18.200,SPS,52.963527,N,6.529385,E,47.942 m,46.256 km/h,2.75 m,
2034,S,2008/06/03,08:07:18.400,SPS,52.963516,N,6.529347,E,47.831 m,48.800 km/h,2.88 m,
2035,S,2008/06/03,08:07:18.600,SPS,52.963502,N,6.529307,E,47.750 m,52.383 km/h,3.04 m,
2036,S,2008/06/03,08:07:18.800,SPS,52.963486,N,6.529268,E,47.661 m,55.465 km/h,3.21 m,
2037,S,2008/06/03,08:07:19.000,SPS,52.963466,N,6.529227,E,47.474 m,57.977 km/h,3.48 m,
2038,S,2008/06/03,08:07:19.200,SPS,52.963445,N,6.529187,E,47.368 m,61.811 km/h,3.59 m,
2039,S,2008/06/03,08:07:19.400,SPS,52.963420,N,6.529144,E,47.375 m,64.562 km/h,4.02 m,
2040,S,2008/06/03,08:07:19.600,SPS,52.963392,N,6.529101,E,47.392 m,68.879 km/h,4.26 m,
2041,S,2008/06/03,08:07:19.800,SPS,52.963362,N,6.529060,E,47.391 m,72.519 km/h,4.32 m,
2042,S,2008/06/03,08:07:20.000,SPS,52.963330,N,6.529017,E,47.672 m,74.981 km/h,4.59 m,
2043,S,2008/06/03,08:07:20.200,SPS,52.963298,N,6.528975,E,47.874 m,77.082 km/h,4.56 m,
2044,S,2008/06/03,08:07:20.400,SPS,52.963263,N,6.528934,E,48.055 m,81.059 km/h,4.82 m,
2045,S,2008/06/03,08:07:20.600,SPS,52.963225,N,6.528892,E,48.317 m,84.771 km/h,5.07 m,
2046,S,2008/06/03,08:07:20.800,SPS,52.963184,N,6.528850,E,48.422 m,88.668 km/h,5.33 m,
2047,S,2008/06/03,08:07:21.000,SPS,52.963142,N,6.528809,E,48.631 m,92.179 km/h,5.49 m,
2048,S,2008/06/03,08:07:21.200,SPS,52.963097,N,6.528768,E,48.843 m,93.465 km/h,5.73 m,
2049,S,2008/06/03,08:07:21.400,SPS,52.963051,N,6.528728,E,48.848 m,95.598 km/h,5.71 m,
2050,S,2008/06/03,08:07:21.600,SPS,52.963005,N,6.528689,E,48.825 m,99.226 km/h,5.80 m,
2051,S,2008/06/03,08:07:21.800,SPS,52.962955,N,6.528649,E,49.161 m,102.184 km/h,6.17 m,
2052,S,2008/06/03,08:07:22.000,SPS,52.962903,N,6.528610,E,49.312 m,105.601 km/h,6.33 m,
2053,S,2008/06/03,08:07:22.200,SPS,52.962849,N,6.528571,E,49.502 m,109.936 km/h,6.57 m,
2054,S,2008/06/03,08:07:22.400,SPS,52.962793,N,6.528532,E,49.756 m,112.891 km/h,6.76 m,
2055,S,2008/06/03,08:07:22.600,SPS,52.962737,N,6.528494,E,49.946 m,115.382 km/h,6.81 m,
2056,S,2008/06/03,08:07:22.800,SPS,52.962678,N,6.528458,E,50.264 m,118.639 km/h,6.98 m,
2057,S,2008/06/03,08:07:23.000,SPS,52.962618,N,6.528424,E,50.581 m,120.043 km/h,7.09 m,
2058,S,2008/06/03,08:07:23.200,SPS,52.962557,N,6.528388,E,50.754 m,121.293 km/h,7.15 m,
2059,S,2008/06/03,08:07:23.400,SPS,52.962495,N,6.528353,E,51.026 m,123.742 km/h,7.28 m,
2060,S,2008/06/03,08:07:23.600,SPS,52.962432,N,6.528317,E,51.230 m,125.808 km/h,7.41 m,
2061,S,2008/06/03,08:07:23.800,SPS,52.962369,N,6.528282,E,51.415 m,127.976 km/h,7.47 m,
2062,S,2008/06/03,08:07:24.000,SPS,52.962304,N,6.528248,E,51.371 m,130.236 km/h,7.58 m,
2063,S,2008/06/03,08:07:24.200,SPS,52.962238,N,6.528213,E,51.450 m,132.266 km/h,7.72 m,
2064,S,2008/06/03,08:07:24.400,SPS,52.962171,N,6.528176,E,51.649 m,134.174 km/h,7.82 m,
2065,S,2008/06/03,08:07:24.600,SPS,52.962104,N,6.528139,E,51.841 m,135.558 km/h,7.84 m,
2066,S,2008/06/03,08:07:24.800,SPS,52.962037,N,6.528100,E,51.959 m,137.309 km/h,7.91 m,
2067,S,2008/06/03,08:07:25.000,SPS,52.961970,N,6.528059,E,52.012 m,138.599 km/h,7.97 m,
2068,S,2008/06/03,08:07:25.200,SPS,52.961903,N,6.528013,E,52.159 m,140.812 km/h,8.10 m,
2069,S,2008/06/03,08:07:25.400,SPS,52.961836,N,6.527962,E,52.226 m,142.302 km/h,8.20 m,
2070,S,2008/06/03,08:07:25.600,SPS,52.961769,N,6.527908,E,52.353 m,143.056 km/h,8.32 m,
2071,S,2008/06/03,08:07:25.800,SPS,52.961701,N,6.527851,E,52.496 m,145.024 km/h,8.44 m,
2072,S,2008/06/03,08:07:26.000,SPS,52.961635,N,6.527793,E,52.630 m,146.098 km/h,8.33 m,
2073,S,2008/06/03,08:07:26.200,SPS,52.961569,N,6.527731,E,52.649 m,147.238 km/h,8.45 m,
2074,S,2008/06/03,08:07:26.400,SPS,52.961502,N,6.527667,E,52.719 m,149.135 km/h,8.62 m,
2075,S,2008/06/03,08:07:26.600,SPS,52.961435,N,6.527601,E,52.816 m,149.805 km/h,8.64 m,
2076,S,2008/06/03,08:07:26.800,SPS,52.961369,N,6.527531,E,52.925 m,151.383 km/h,8.74 m,
2077,S,2008/06/03,08:07:27.000,SPS,52.961302,N,6.527460,E,53.092 m,151.985 km/h,8.81 m,
2078,S,2008/06/03,08:07:27.200,SPS,52.961235,N,6.527388,E,53.311 m,153.251 km/h,8.88 m,
2079,S,2008/06/03,08:07:27.400,SPS,52.961169,N,6.527317,E,53.438 m,154.501 km/h,8.82 m,
2080,S,2008/06/03,08:07:27.600,SPS,52.961102,N,6.527246,E,53.488 m,155.706 km/h,8.85 m,
2081,S,2008/06/03,08:07:27.800,SPS,52.961035,N,6.527173,E,53.589 m,156.249 km/h,8.84 m,
2082,S,2008/06/03,08:07:28.000,SPS,52.960968,N,6.527101,E,53.746 m,157.366 km/h,8.97 m,
2083,S,2008/06/03,08:07:28.200,SPS,52.960900,N,6.527030,E,53.903 m,157.814 km/h,8.92 m,
2084,S,2008/06/03,08:07:28.400,SPS,52.960832,N,6.526957,E,53.940 m,158.751 km/h,9.06 m,
2085,S,2008/06/03,08:07:28.600,SPS,52.960763,N,6.526883,E,53.945 m,159.100 km/h,9.10 m,
2086,S,2008/06/03,08:07:28.800,SPS,52.960694,N,6.526810,E,53.962 m,159.777 km/h,9.13 m,
2087,S,2008/06/03,08:07:29.000,SPS,52.960626,N,6.526735,E,54.072 m,160.925 km/h,9.10 m,
2088,S,2008/06/03,08:07:29.200,SPS,52.960558,N,6.526657,E,54.098 m,161.677 km/h,9.19 m,
2089,S,2008/06/03,08:07:29.400,SPS,52.960489,N,6.526580,E,54.202 m,161.925 km/h,9.28 m,
2090,S,2008/06/03,08:07:29.600,SPS,52.960420,N,6.526502,E,54.329 m,162.691 km/h,9.25 m,
2091,S,2008/06/03,08:07:29.800,SPS,52.960352,N,6.526425,E,54.476 m,163.462 km/h,9.22 m,
2092,S,2008/06/03,08:07:30.000,SPS,52.960283,N,6.526345,E,54.584 m,164.653 km/h,9.34 m,
2093,S,2008/06/03,08:07:30.200,SPS,52.960214,N,6.526265,E,54.556 m,165.309 km/h,9.39 m,
2094,S,2008/06/03,08:07:30.400,SPS,52.960144,N,6.526185,E,54.561 m,165.939 km/h,9.42 m,
2095,S,2008/06/03,08:07:30.600,SPS,52.960075,N,6.526103,E,54.678 m,167.167 km/h,9.44 m,
2096,S,2008/06/03,08:07:30.800,SPS,52.960005,N,6.526020,E,54.835 m,168.255 km/h,9.61 m,
2097,S,2008/06/03,08:07:31.000,SPS,52.959934,N,6.525938,E,54.842 m,169.519 km/h,9.62 m,
2098,S,2008/06/03,08:07:31.200,SPS,52.959864,N,6.525854,E,54.821 m,169.974 km/h,9.66 m,
2099,S,2008/06/03,08:07:31.400,SPS,52.959794,N,6.525769,E,54.828 m,170.878 km/h,9.65 m,
2100,S,2008/06/03,08:07:31.600,SPS,52.959725,N,6.525684,E,54.786 m,170.292 km/h,9.58 m,
2101,S,2008/06/03,08:07:31.800,SPS,52.959656,N,6.525599,E,54.815 m,170.027 km/h,9.54 m,
2102,S,2008/06/03,08:07:32.000,SPS,52.959588,N,6.525513,E,54.738 m,169.227 km/h,9.55 m,
2103,S,2008/06/03,08:07:32.200,SPS,52.959519,N,6.525428,E,54.750 m,168.001 km/h,9.53 m,
2104,S,2008/06/03,08:07:32.400,SPS,52.959451,N,6.525344,E,54.761 m,166.604 km/h,9.44 m,
2105,S,2008/06/03,08:07:32.600,SPS,52.959384,N,6.525262,E,54.843 m,164.033 km/h,9.28 m,
2106,S,2008/06/03,08:07:32.800,SPS,52.959319,N,6.525181,E,54.803 m,161.293 km/h,9.10 m,
2107,S,2008/06/03,08:07:33.000,SPS,52.959255,N,6.525100,E,54.730 m,158.633 km/h,8.92 m,
2108,S,2008/06/03,08:07:33.200,SPS,52.959193,N,6.525021,E,54.688 m,155.262 km/h,8.71 m,
2109,S,2008/06/03,08:07:33.400,SPS,52.959131,N,6.524944,E,54.530 m,152.114 km/h,8.61 m,
2110,S,2008/06/03,08:07:33.600,SPS,52.959073,N,6.524869,E,54.684 m,147.284 km/h,8.24 m,
2111,S,2008/06/03,08:07:33.800,SPS,52.959015,N,6.524796,E,54.821 m,144.889 km/h,8.13 m,
2112,S,2008/06/03,08:07:34.000,SPS,52.958958,N,6.524725,E,54.699 m,141.667 km/h,7.91 m,
2113,S,2008/06/03,08:07:34.200,SPS,52.958903,N,6.524655,E,54.546 m,139.148 km/h,7.73 m,
2114,S,2008/06/03,08:07:34.400,SPS,52.958849,N,6.524586,E,54.670 m,136.970 km/h,7.65 m,
2115,S,2008/06/03,08:07:34.600,SPS,52.958795,N,6.524520,E,54.520 m,134.182 km/h,7.46 m,
2116,S,2008/06/03,08:07:34.800,SPS,52.958741,N,6.524455,E,54.464 m,132.303 km/h,7.36 m,
2117,S,2008/06/03,08:07:35.000,SPS,52.958689,N,6.524390,E,54.529 m,129.549 km/h,7.29 m,
2118,S,2008/06/03,08:07:35.200,SPS,52.958638,N,6.524328,E,54.480 m,126.586 km/h,6.98 m,
2119,S,2008/06/03,08:07:35.400,SPS,52.958590,N,6.524267,E,54.519 m,123.822 km/h,6.79 m,
2120,S,2008/06/03,08:07:35.600,SPS,52.958541,N,6.524206,E,54.404 m,121.297 km/h,6.76 m,
2121,S,2008/06/03,08:07:35.800,SPS,52.958494,N,6.524146,E,54.369 m,120.049 km/h,6.63 m,
2122,S,2008/06/03,08:07:36.000,SPS,52.958447,N,6.524090,E,54.420 m,119.102 km/h,6.49 m,
2123,S,2008/06/03,08:07:36.200,SPS,52.958401,N,6.524033,E,54.335 m,117.313 km/h,6.41 m,
2124,S,2008/06/03,08:07:36.400,SPS,52.958356,N,6.523977,E,54.312 m,115.369 km/h,6.24 m,
2125,S,2008/06/03,08:07:36.600,SPS,52.958311,N,6.523921,E,54.323 m,113.162 km/h,6.23 m,
2126,S,2008/06/03,08:07:36.800,SPS,52.958268,N,6.523866,E,54.294 m,111.631 km/h,6.08 m,
2127,S,2008/06/03,08:07:37.000,SPS,52.958225,N,6.523815,E,54.296 m,108.999 km/h,5.91 m,
2128,S,2008/06/03,08:07:37.200,SPS,52.958182,N,6.523763,E,54.336 m,107.064 km/h,5.83 m,
2129,S,2008/06/03,08:07:37.400,SPS,52.958141,N,6.523713,E,54.268 m,103.934 km/h,5.69 m,
2130,S,2008/06/03,08:07:37.600,SPS,52.958102,N,6.523664,E,54.192 m,101.652 km/h,5.48 m,
2131,S,2008/06/03,08:07:37.800,SPS,52.958063,N,6.523615,E,54.251 m,99.447 km/h,5.42 m,
2132,S,2008/06/03,08:07:38.000,SPS,52.958026,N,6.523567,E,54.309 m,96.061 km/h,5.26 m,
2133,S,2008/06/03,08:07:38.200,SPS,52.957990,N,6.523519,E,54.321 m,93.942 km/h,5.16 m,
2134,S,2008/06/03,08:07:38.400,SPS,52.957954,N,6.523475,E,54.423 m,91.029 km/h,4.92 m,
2135,S,2008/06/03,08:07:38.600,SPS,52.957920,N,6.523432,E,54.479 m,89.168 km/h,4.78 m,
2136,S,2008/06/03,08:07:38.800,SPS,52.957888,N,6.523389,E,54.401 m,87.056 km/h,4.60 m,
